id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
ife_557_hat_eng,Limyè lespwa Nan chandèl je ou..,See the light of hope In your sparkling eyes,Light Scouring In Your Eye Sweater..,Lightweight In Your Eye Sweater..,Light weight In your eyes candle..,The light of hope shines in your eyes | Hope glows in your sparkling eyes,61.111111111111114,False
ahl_9847_hat_eng,ki pa fin nan gran moun,who is not fully grown up,the Great People 's,that doesn’t end in the old man,which is not finished in adults,not fully grown up | not yet an adult,36.8421052631579,False
gen_00461,Chapit 37: Nefi ak Leyi nan prizon,Chapter 37: Nephi and Lehi in Prison,Chapter 37: Neighborne and Shirder of Prison,Chapter 37: Nephire and the prisons,Chapter 37: Nefi and Seven in prison,Chapter 37: Nephi and Lehi in Prison | Chapter 37: Nephi and Lehi in Jail,75.0,True
ahl_11808_hat_eng,kijan m ap di,how am I supposed to say it,How I'm saying,how I’m saying,how am I saying,how am I supposed to say it | how do I put it,63.63636363636363,False
ahl_13117_hat_eng,wò n tande sa e bon,"Well, you heard that, and good.",I've heard that and good,let’s hear that and good,you hear that well and good,"Alright, you heard it, and that’s that. | Well, you heard it, so that’s settled.",58.33333333333333,False
ahl_2674_hat_eng,yo p ap ka sòti,they won’t be able to get out,I’m not able to be derived,they won’t get out,they won’t go out,they won’t be able to escape | they can’t get out,53.84615384615385,False
ahl_16375_hat_eng,w ap di li inè,you are telling him/her one o’clock,you're saying it's inherence,you are saying he is inè,you are telling him about it,you’re telling him/her it’s one o’clock | you’re saying it’s one o’clock,71.42857142857143,False
ahl_11209_hat_eng,anba vant li nwa,the lower part of her belly is black,abdominal bottom black,under the belly he is dark,under his stomach is black,she has a dark belly | she’s got a blackened lower abdomen,45.45454545454546,False
ahl_14344_hat_eng,tavay ki travay w fè,the work you do,Tavay that work you do,what work do you do,what work do you do,your work | the work you do,78.94736842105263,True
ahl_1237_hat_eng,men si se ou k ap pale,but if it’s you who is speaking,but if you're talking,but if it’s you talking,but if it is you who are talking,but if you’re the one talking | but if it’s you speaking,77.77777777777779,True
gen_00468,"Revelasyon Joseph Smith, Pwofèt la te resevwa nan Kirtland, Ohio, 25 Novanm 1834. Revelasyon sa a pwente sou Warren A. Cowdery, yon gran frè Oliver Cowdery.","Revelation given through Joseph Smith the Prophet, at Kirtland, Ohio, November 25, 1834. This revelation is directed to Warren A. Cowdery, an older brother of Oliver Cowdery.","Revelation Joseph Smith, the Prophet received in Kirtland, Ohio, 25 November 1834. Revelation this pointed on Warren A. Cowdery, a wide fee Oliver Cowdery.","Revelation Joseph Smith, the priest received in Kirtland, Ohio, 25 November 1834. Revelation of this pointed on Warren A. Cowdery, a great brother Oliver Cowdery.","Revelation Joseph Smith, the prophet received in Kirtland, Ohio, 25 November 1834. Revelation this pointed on Warren A. Cowdery, a great brother Oliver Cowdery.","Revelation given through Joseph Smith the Prophet at Kirtland, Ohio, November 25, 1834. This revelation is addressed to Warren A. Cowdery, Oliver Cowdery’s older brother. | Revelation received by Joseph Smith the Prophet in Kirtland, Ohio, on November 25, 1834. It is directed to Warren A. Cowdery, the elder brother of Oliver Cowdery.",77.92207792207793,True
ahl_13392_hat_eng,sa m tout te m baye la akou a,what I had given you there just now,what I all got here around here,what I all had I donated there with you,what I all gave it to you,what I just gave you there | the thing I gave you a moment ago,63.1578947368421,False
gen_00509,Y-2828 a la mòd po egzekitif adaptab segondè dèyè chèz foto biwo mèb,Y-2828 Modern High-Back Adjustable Executive Leather Chair Pictures Of Office Furniture,Y-2828 modern executive leather adjustable high back photo chair office furniture,Y-2828 Modern Executive Leather Adjustable High Back Chair Picture Office Furniture,Y-2828 modern executive leather adjustable high back photo chair office furniture,Y-2828 Modern Adjustable High-Back Executive Leather Office Chair | Y-2828 Contemporary Executive Leather Office Chair with High Back,65.75342465753424,False
ahl_465_hat_eng,"Aski sòlèy kouche, paski lan pou palimen.","As soon as the sun sets, because the lamp is to be lit.","Aski solvent sets, the hobbies for parimen.","Aski is lying down, the hobbies for palimen.","Aski lie down, the passer for palimen.",As soon as it gets dark | At dusk,50.0,False
gen_00311,"Mèkredi, Nasyon Baskètbòl, Asosyasyon (NBA) Etazini te kanpe sezon baskètbòl pwofesyonèl li an akoz enkyetid yo konsènan COVID-19 la.","On Wednesday, the United States' National Basketball Association (NBA) suspended its professional basketball season due to concerns regarding COVID-19.","Wednesday, Basketball Nations, Association (NBA) United States stood its professional basketball season due to their concerns regarding the COVID-19.","Wednesday, the Nations Basketball, Association (NBA) United States stood its professional basketball season due to their concerns regarding the COVID-19.","Wednesday, the United States Basketball Association (NBA) stood its professional basketball season due to their concerns regarding COVID-19.","On Wednesday, the NBA suspended its season over COVID-19 concerns | The NBA halted its season on Wednesday because of worries about COVID-19",48.66920152091255,False
gen_01198,w te DIRIJE pake pouvwa ijans,w LED Emergency Module,LED Emergency Power Pack,LED Emergency Power Pack,LED Emergency Power Packs,you led the emergency module | you were in charge of the emergency module,66.66666666666667,False
ahl_1120_hat_eng,te cheve lwouj,had red hair,the Red Hair,the hair was red,it was his hair red,had red hair | was red-haired,83.33333333333334,True
gen_00757,"Epi, se te konsa, pèp Zarayemla a, ak pèp Mozya a, te reyini ansanm; yo te nonmen Mozya wa yo.","And it came to pass that the people of Zarahemla, and of Mosiah, did unite together; and Mosiah was appointed to be their king.","And so, Zarayemla’s people, and Mozya’s people, assembled together; they appointed Mozya King.","And so, so, the people of Zarayemla, and the Mozya, came together; they appointed Mozya king.","And so, the Zarayemla people, and Mozya’s people, were assembled together; they appointed Mozya King.","The people of Zarahemla and Mosiah united, and Mosiah became their king | Zarahemla’s people joined with Mosiah’s people, and Mosiah was made king",61.98830409356726,False
ahl_4299_hat_eng,sa l ap fè,what he is doing,what it's doing,what he is doing,what he is doing,what’s he doing | what is he up to,73.33333333333334,False
gen_00947,Remak: Opsyon sa a disponib sèlman lè òdonans preparatwa pa pwokirasyon yo disponib.,Note: This option is only available when proxy initiatory ordinances are available.,Note: This option is available only when ordering preparatory by prosecutors are available.,Note: This option is only available when preparatory orderings are not prosecutors available.,Note: This option is available only when order is prepared by prosecutions are available.,Note: This option is only available when proxy ordinances are available. | Note: This option is only available when proxy temple ordinances are available.,72.39263803680981,False
ahl_5102_hat_eng,se kan pa egzanp li pralon kote l mete l ki,"it’s like, for example, where he’s going to put it, which is where he puts it",can't e.g. it will be where it is set,"it’s like that, for example, he’s going on where he put it that","for example, it’s going where he put it in there","for example, where he’s going to put it | like, for example, where he puts it",47.61904761904761,False
gen_00432,Se sa yo konnen tiyo nan kè nou.,These are valves in our heart.,These are valves in our heart.,These are the valves in our heart.,These are valves in our heart.,These are the valves in our hearts | These are the heart’s valves,86.66666666666667,True
gen_00521,Li pap abandone nou.,He will not fail us.,It will not abandon us.,He will not abandon us.,He won’t abandon us.,He won’t let us down | He’ll be there for us,44.44444444444444,False
gen_00861,Se te avèk lafwa moun lontan yo te resevwa apèl daprè lòd Bondye.,Behold it was by faith that they of old were called after the holy order of God.,It was with the faith of long people received calls according to God's order.,It was with faith long people received calls according to God's order.,It was with faith people long received calls according to God’s order.,"It was by faith that the people of old received their calling according to God’s order. | By faith, the ancients were called in accordance with God’s holy order.",72.72727272727273,False
gen_00054,"Epi si zèv yo move, moun yo ap kondane pou yo wè fòt pa yo ak abominasyon pa yo, ki ap fè yo fè bak devan prezans Senyè a pou yo tonbe nan yon eta mizerab ak yon touman san fen, kote yo p ap janm retounen;","And if they be evil they are consigned to an awful view of their own guilt and abominations, which doth cause them to shrink from the presence of the Lord into a state of misery and endless torment, from whence they can no more return;","And if the righteous, people are convicted to see fault not and abominations not, which are backing to the presence of the Lord to fall into a mizerable state and a hardly end, where they will never return;","And if the headaches are bad, people are condemned to see their fault and abomination by them, who are backing in front of the presence of the Lord to fall into a mizerable state and a whilst without end, where they will never return;","And if the eyes are bad, people are convicted to see fault by them and abomination by them, which are backing up before the presence of the Lord to fall into a miserable state with a blood end, where they will never return;","And if they are wicked, they are condemned to face the horror of their own sins and abominations, which drives them away from the Lord into misery and endless torment, from which they can never return | If their deeds are evil, they are left to confront the ugliness of their guilt and sins, causing them to flee from the Lord into a state of endless misery and torment, never to come back",61.08374384236453,False
gen_00063,Ube Kòd Promo,Uber Promo Codes,Uber Promo Code,Uber Promo Code,Uber Promo Code,Uber promo codes | Uber discount codes,100.0,True
gen_00034,Sèvi nan fason Senyè a?,Serve in the Lord's way?,Serve in the way of the Lord?,What are the ways of the Lord?,Serve in the way of the Lord?,Serve the Lord’s way? | Serve as the Lord would want?,65.11627906976744,False
ahl_749_hat_eng,kòm si m ta di ou,as if I were telling you,as if I would tell you,as if I were telling you,as if I were telling you,like I’m saying | as if I’m telling you,74.4186046511628,False
ahl_15133_hat_eng,w ap di sa l ap fè,you are saying what he is doing,you're saying what it's doing,you are saying what he is doing,you are saying what he is doing,What are you talking about? | What do you mean?,55.172413793103445,False
fanm_130_hat_eng,Li te debite etid segondè lekòl « Fernand Prosper ».,She started her secondary school at Fernand Prosper College.,"He debated high school study « Fernand Prosper"".","He has debuted high school studies "" Fernand Prosper"".","He debuted high school studies « Fernand Prosper"".",She attended Fernand Prosper College for secondary school | She began her secondary education at Fernand Prosper College,63.1578947368421,False
gen_00615,"Sou fevriye 1st, 2010 Superfast Feri te vin operatè a Ferry premye nan mond lan prezante yon nouvo kategori kabin san konte rele ""PURE CABIN"". Kòm nan 1st avril 2011 kabin PURE yo disponib sou Blue Star Feri veso tou.","On February 1st, 2010 SUPERFAST FERRIES became the first ferry operator in the world to introduce a new exclusive cabin category called ""PURE CABIN"". As of 1st April 2011 PURE cabins are also available on Blue Star Ferries vessels.","On February 1st, 2010 Superfast Ferries became the first ferry operator in the world to introduce a new exclusive cabin category called ""PURE CABIN"". As of the 1st April 2011 PURE cabin are also available on Blue Star Ferries vessel.","On February 1st, 2010 Superfast Ferries became the first ferry operator in the world featuring a new exclusive cabin category called ""PURE CABIN"". As of April 1st 2011 PURE cabins are also available on Blue Star Ferries vessels.","On February 1st, 2010 Superfast Ferries became the first ferry operator in the world presented a new exclusive cabin category called ""PURE CABIN"". As of April 1st 2011 PURE cabins are also available on Blue Star Ferries vessel.","On February 1, 2010, Superfast Ferries became the first ferry operator in the world to introduce a new exclusive cabin category called “PURE CABIN.” As of April 1, 2011, PURE cabins are also available on Blue Star Ferries vessels. | On February 1, 2010, Superfast Ferries launched the world’s first exclusive cabin category, “PURE CABIN.” From April 1, 2011, PURE cabins were also available on Blue Star Ferries ships.",95.46436285097192,True
ahl_1961_hat_eng,E gen yon ki piti piti anpil yo konn tann pèlen pou yo,And there is one that is very small; they often wait in ambush for them.,And there's a very small pearl to wait for them,And there is a very little bit they know how to wait the beads for them,And there is a small number of little ones they usually wait for them,"There’s one that’s very small, and they often lie in wait for it | There’s a tiny one they usually ambush",59.57446808510638,False
ahl_16524_hat_eng,alò sòt ak di manman ou l alè l pou ale anwan l ale depra tou timoun yo ka ede ou.,So go and tell your mother to hurry up so she can go ahead and all the children can help you.,so sap and tell your mother it is timely to go overwhelming away from children can help you.,"So it’s like to tell your mother timely, to go and go back and also the children can help you.","So, and tell your mother, it’s now to go out, he goes out all the children can help you.",Go tell your mom to hurry up so everyone can help you | Tell your mother to get moving so the kids can pitch in,56.57894736842105,False
ahl_13114_hat_eng,piye bwa la,strip the wood there,the pierce wood,the wood shredder,the piye tree,strip the tree there | strip that wood,58.33333333333333,False
gen_00557,"Vrè Krisyanis la, kote n ap fè efò pou nou vin menmjan avèk Mèt nou an, toujou mande pi gwo efò nou.","True Christianity, in which we strive to become like our Master, has always required our best efforts.","True Christianity, where we strive to become the same as our Master, always asked our biggest efforts.","After the Christianity, where we are striving to become the same as our Master, always asked our biggest efforts.","True Christianity, where we are striving to become the same as our Master, always ask our biggest effort.",True Christianity always calls for our best efforts | Real Christianity demands our very best,54.43037974683544,False
ahl_5403_hat_eng,l ap pote,he is carrying it,it's carrying,he is carrying,he is carrying,he’s bringing it | he’s taking it,52.17391304347826,False
gen_00214,[ Nouvèl an brèf ],[ News in Brief ],[ News Briefs ],[ The Brief News ],[ News in Brief ],Brief News | News Brief,84.61538461538461,True
ahl_142_hat_eng,se yon lagon,it is a lagoon,is a lagona,it’s a lagon,it’s a lagon,it’s a lagoon | it’s a small bay,81.81818181818181,True
gen_01160,"Paregzanp, ou ta ka montre yo kèk manje oubyen yon liv avèk yon kouvèti ki pa ale avèk sa k andedan kouvèti a.","For example, you could show them some food or a book with a wrapper or cover that doesn't match its true contents.","Ready, you might show them some foods or a book with a cover that does not go with what's inside the cover.","For example, you might show them some food or book with a cover that doesn’t go with what’s inside the cover.","Example, you could show them some foods or a book with a lid that doesn't go with that inside the lid.","For example, you could show them something that looks different from what’s really inside | For example, you could show them an item whose outside doesn’t match what’s inside",55.8659217877095,False
gen_00442,"se poutèt sa, timoun piti yo byen, paske yo pa kapab fè peche;","wherefore, little children are whole, for they are not capable of committing sin;","so, the young children are well, because they can't do sin;","that's why, the little children are good, because they can't make sin;","that's why children are very small, because they can't sins;","that’s why little children are innocent, because they can’t sin | so little children are pure, since they’re not able to commit sin",71.1864406779661,False
ahl_6720_hat_eng,ou lade m bò tibaw a ajite,you left me by the little stream agitated,or lade m to the nipple,"you see me by the tubaw, I’m adding it","you see me by the tubar, right there",you left me upset | you left me shaken,51.28205128205128,False
gen_00003,Okòmansman pou ekip yo pratik unopposed gen jwè 5 (ki gen ladan jwè yo zèl mete nan chanèl yo).,Initially for the unopposed practice teams have 5 players (including the wing players placed in the channels).,Initially for the unopposed practice teams have 5 players (including the wing players placed in their channel).,Initially for the unopposed practice teams have 5 players (including the wing players set to the channels).,Initially for the unopposed practice teams have 5 players (including the wing players set in the channels).,"Initially, teams should have five players for unopposed practice, including wing players in the channels. | At the start, each team should field five players for unopposed drills, with wing players positioned in the channels.",66.66666666666667,False
ahl_10670_hat_eng,nou konn tout blan,we know all white people,we know all white,we know all white,we know all white,we know how white people are | we know all about white people,82.35294117647058,True
gen_01086,"11–17 Novanm: ""Dechire Vwal Enkredilite Sa a.""","November 11–17: ""Rend That Veil of Unbelief.""",11–17 November: “Delete Sail Worries This.”,11–17 November: “Developing Sail Included That’s.”,11–17 November: “Dechire Sail Accredibility This.”,Break Through Unbelief | Tear Away the Veil of Doubt,39.02439024390244,False
gen_01081,Ou ka itilize rèv Jakòb te fè sou yon nechèl ki t ap monte nan syèl la pou anseye timoun yo ke trespekte alyans nou prepare nou pou nou antre nan prezans Bondye.,You can use Jacob's dream of a ladder ascending into heaven to teach the children that keeping our covenants prepares us to enter God's presence.,You can use Jacob dreams made on a ladder who was rising in the sky to teach children that trespect our alliance prepared us to enter the presence of God.,You can use Jacob's dream made on a ladder who climbed in the sky to teach the children that inspect the alliance we prepare for us to enter the presence of God.,You can use Jacob dream made on a ladder who is riding in the sky to teach children that trespect alliance we prepare us to enter the presence of God.,You can use Jacob’s dream of a ladder reaching heaven to teach children that keeping our covenants prepares us to enter God’s presence. | Jacob’s dream of the ladder to heaven can help teach children that honoring our covenants prepares us to be with God.,73.35640138408304,False
gen_00333,"2. Food, produits ak dwòg pwochen.","2. Food,cosmetics and future drug.","2. Food, cosmetics and drugs next.","2. Food, dairy and next drug.","2. Food, commodities and next drugs.","Food, cosmetics and future drugs | Food, cosmetics and upcoming drugs",77.61194029850746,True
ahl_11118_hat_eng,Rele yo peche.,Call them sins.,Call them sin.,Call them sin.,Call them sins.,Call them sins | Name them sins,96.2962962962963,True
ahl_14195_hat_eng,m barita avò.,I’m carrying a stick.,I'm barat no longer.,I’m barita avò.,I’m going to go over.,I’m carrying a cane | I’ve got a stick with me,46.15384615384615,False
ahl_4315_hat_eng,nou an jou maten,we are in the morning today,our Morning Day,we are in the morning,we are in the morning,this morning | today in the morning,73.33333333333334,False
ahl_1007_hat_eng,e yon dejan moun konn mache ou pa konn kijan yo konn di yo si moun na ap mache,"and it’s already something people know how to do, you don’t know how they say it if people are walking",and a decent person walking rate you don't know how they often tell them if people are walking,and someone knows how people walk you don’t know how they say they’re going to walk,and a few people know how to walk you don’t know how they say it if people are walking,it’s already common knowledge | it’s something everyone knows how to do,48.06201550387597,False
ahl_16097_hat_eng,jan wontè sou di a ou di byen pwòp,"as shameful as the saying goes, you said it very clearly",As you’re excursion on the say you say well,as you are on the say you say well clean,"as if you say, you say very clean","as the saying goes, you said it plain and clear | as they say, you said it loud and clear",55.55555555555556,False
ahl_9444_hat_eng,pou Wè l,to see it,To See it,to view it,to see it,to see it | to check it out,100.0,True
ahl_11596_hat_eng,ou leve yon ti jan bonè wò lal nan travay.,you got up a little early to go to work.,you get a little bit early lal to work.,"you got a little bit early, he went to work.",you got a little early while it’s working.,you got up a bit early for work | you were up a little early to go to work,71.7948717948718,False
gen_00475,Konpayi an pral konsidere maketing pwodwi a kosmetik lòt bò dlo apre yo fin wè ki jan konsomatè nan peyi Japon reyaji.,The company will consider marketing the cosmetic product overseas after seeing how consumers in Japan react.,The company will consider marketing the overseas cosmetics product after seeing how consumers in Japan react.,The company will consider marketing the cosmetics product overseas after seeing how consumers in Japan react.,The company will consider marketing of the overseas cosmetic product after seeing how consumers in Japan react.,The company will consider selling the cosmetic product abroad after seeing how Japanese consumers respond. | The company may market the cosmetic product overseas once it sees how consumers in Japan react.,77.51196172248804,True
ahl_14507_hat_eng,swazo sa a nou konnen li.,We know this bird.,this bird we know it.,This bird we know it.,This bird we know it.,We know this one | We know this bird,71.42857142857143,False
gen_01011,"Akote de serye transpò pou rezidan, ViaAir pral byento kòmanse lè l sèvi avèk Mauiva konpayi paran yo (pwononse Ma-Nou-Va), avèk pouvwa siyifikatif distribisyon li yo entènasyonal, nan liv vakans avanti AirCruise pou kliyantèl nasyonal ak entènasyonal.","Aside from reliable transportation for residents, ViaAir will soon begin using their parent company Mauiva (pronounced Ma-We-Va), with its significant international distribution power, to book AirCruise adventure vacations for national and international clientele.","Aside from reliable transport for residents, ViaAir will soon start using Mauiva parent companies (pronounced Ma-New-Va), with its significant international distribution power, to book vacation AirCruise adventure for national and international customer.","Besides two reliable transportation for resident, ViaAir will soon start using Mauiva parent company (pronounced Ma-We-Va), with its significant international distribution power, to book AirCruise adventure vacation for national and international customer.","Aside from reliable transportation for residents, ViaAir will soon begin using Mauiva parent companies (pronounced Ma-We-Va), with its significant international distribution power, to book airCruise adventure vacation for national and international customers.","Besides dependable transportation for local residents, ViaAir will soon use its parent company Mauiva, with its strong international distribution network, to book AirCruise adventure vacations for both domestic and international customers. | In addition to serving residents with reliable transportation, ViaAir will soon leverage its parent company Mauiva’s major international distribution reach to sell AirCruise adventure vacations to customers at home and abroad.",74.23935091277892,False
gen_00956,"MIAMI, USA (defend.ht) - Ansyen Prezidan Jean-Bertrand Aristide pa idantifye pa non nan yon akizasyon federal ki voye kat Sid Florid biznisman ak de ansyen ofisyèl gouvènman ayisyen nan prizon oswa fè fas a kondanasyon, men avoka defans di ""ofisyèl B"" , yon sijè nan rapò sa yo, se ansyen prezidan an.","MIAMI, USA (defend.ht) - Former President Jean-Bertrand Aristide is not identified by name in a federal indictment that sent four South Florida businessmen and two former Haitian government officials to prison or facing sentencing, but defense attorneys say ""Official B"", a subject in the reports, is the former president.","MIAMI, USA (defend.ht) - Former President Jean-Bertrand Aristide does not identify by name of a federal charge that sends four South Florida businessmen and two former Haitian government officials to prison or face conviction, but defense lawyers say ""official B"" , a subject of these reports is the former president.","MIAMI, USA (defend.ht) - Former President Jean-Bertrand Aristide does not identify by the name of a federal charge that sends four South Florida businessmen with two former Haitian government officials in prison or face condemnation, but defence attorney says ""official B"" , a subject of these reports is the former president.","MIAMI, USA (defend.ht) - Former President Jean-Bertrand Aristide is not identified by the name of a federal acade that sent four South Florida businessmen with two former Haitian government officials in prison or facing condemnation, but defense attorney says ""official B"", a subject of such reports is the former president.","MIAMI, USA (defend.ht) - Former President Jean-Bertrand Aristide is not named in a federal indictment that sent four South Florida businessmen and two former Haitian government officials to prison or facing sentencing, but defense lawyers say ""Official B,"" mentioned in the documents, is the former president. | MIAMI, USA (defend.ht) - Former President Jean-Bertrand Aristide is not identified by name in a federal indictment that sent four South Florida businessmen and two former Haitian government officials to prison or facing sentencing, but defense attorneys say ""Official B,"" referred to in the reports, is Aristide.",86.26198083067092,True
gen_00101,"""Chapit 4: Chèche Lespri a epi Konte sou Li,"" Preche Levanjil Mwen an","""Chapter 4: Seek and Rely on the Spirit,"" Preach My Gospel","“Everything 4: Seeking the Spirit and Count on It,” My Gospel Preach","“Chapit 4: Seek the Spirit and Count on It,” Preach My Gospel","“Chapit 4: Seek the Spirit and Count on It,” Preach My Gospel","Chapter 4: Seek and Rely on the Spirit, Preach My Gospel | Chapter 4: Seek and Depend on the Spirit, Preach My Gospel",58.914728682170534,False
ahl_9598_hat_eng,"Yo pa gen lòt nan anlò, yo sa konsa yo voye, yo pa konn di Chaplè, nan?","They don’t have any others up there, that’s how they send them, they don’t know how to say Chaplè, right?","They don't have other types of EML, they are so sent, they don't know fully, in?","They don’t have any other in the launch, they so they send, they don’t know how to say Chaple, in?","They don’t have any others in the morning, what do they send, they don’t know how to say Chapair, huh?","They don’t have any others up there, that’s just how they send them, they don’t even know how to say Chaplè, right? | They don’t have any others up there, that’s how they do it, they don’t even know how to say Chaplè, do they?",63.74999999999999,False
gen_01062,Kisa eksperyans Joseph Smith avèk vèsè sa yo te anseye w sou chèche sajès konsènan pwòp kesyon pa w yo? (gade Joseph Smith—Istwa 1:10–17).,What has Joseph Smith's experience with these verses taught you about seeking wisdom about your own questions? (see Joseph Smith—History 1:10–17).,What experience Joseph Smith with these verses have taught you about searching wisdom regarding your own questions? (see Joseph Smith—History 1:10–17).,What experience Joseph Smith with these verses have taught you about seeking wisdom regarding your own questions? (see Joseph Smith—Hisstory 1:10–17).,What experience Joseph Smith with these verses have taught you about for wisdom regarding your own question? (see Joseph Smith—History 1:10–17).,What did Joseph Smith’s experience with these verses teach you about seeking wisdom for your own questions? | What lessons can you learn from Joseph Smith’s experience with these verses about seeking wisdom for your own questions?,68.63468634686348,False
ahl_14607_hat_eng,se sa sèlman,that's all,That's just,that’s the only thing,that’s just what,that’s it | just that,70.0,False
ahl_815_hat_eng,w ap di depi avan yè,you’ve been saying it since the day before yesterday,you're saying since before yesterday,you are saying since before yesterday,you are saying since before yesterday,you’ve been saying that for ages | you’ve been saying that forever,56.71641791044777,False
ahl_3015_hat_eng,Genen l gen rèt,He has some left.,Genen there are quests,There he has a ruffle,He has a little bit.,He still has some left | There’s still some left,50.0,False
ahl_6755_hat_eng,"Eee, n ap bò toujou.","Eee, we’ll still be around.","And eee, we're still on.","Eee, we’re always around.","Eee, we’re still by side.",We’ll still be here | We’ll still be around,58.33333333333333,False
ahl_937_hat_eng,m ta ka pran yon fi,I could take a girl,I might take a girl,I could take a girl,I could take a girl,I could hook up with a girl | I could get with a girl,68.57142857142857,False
ahl_2575_hat_eng,sou pa gen yasyèt,if you don’t have a plate,I am not asymmetrical,if there is no yasyèt,I don’t have any.,if you don’t have a plate | if you don’t have a dish,44.99999999999999,False
ahl_9649_hat_eng,sa zò w ki jan,what are you like,this pillow you how,what is your fate?,what kind of thing is you?,what are you like | what’s your problem,45.714285714285715,False
gen_00149,"Hot Tags: pi bon sou non awotèn kote ou ye a,awotèn, awotèn, sou non sou non-awotèn pri","Office Add: 21F, Tangfengguoji,No.18 Fenghuinanlu, Xi'an City, Shaanxi Province, China.",Hot Tags: carotene carotene carotene carotene carotene carotene carotene carotene carotene carotene carotene carotene,"Hot Tags: best on beta carotene supplement, carotene, carotene, beta carotene price","Hot Tags: best beta carotene supplement,carotene, beta carotene, beta-carotene price","Office Add: 21F, Tangfeng International, No. 18 Fenghui South Road, Xi’an, Shaanxi, China | Office Address: 21F, Tangfeng International, No. 18 Fenghui South Road, Xi’an City, Shaanxi Province, China",40.19607843137255,False
gen_00058,OO6 OpenELEC 6 r21462 ge2cede2 pou WeTek jwe ak videyo dous,ËË6 OpenELEC 6 r21462 ge2cede2 for WeTek Play with smooth video,OpenELEC 6 r21462 ge2cede2 for WeTek Play with smooth video,OpenELEC 6 r21462 ge2cede2 for WeTek Play with smooth video,OpenELEC 6 r21462 ge2cede2 for WeTek Play with smooth video,OpenELEC 6 r21462 ge2cede2 for WeTek Play with smooth video | OpenELEC 6 r21462 ge2cede2 for WeTek Play with smooth playback,100.0,True
gen_00925,paj aktivite: Bondye ede m kenbe kòmandman yo,activity page: God helps me keep His commandments,Activity page: God helps me to keep the commands,Activity page: God helps me maintain the commands,Activity page: God helps me keep the commands,activity page: God helps me obey His commandments | activity page: God helps me keep God’s commandments,86.95652173913044,True
ahl_10774_hat_eng,pou mete yon ti ba a laden pou ka rale l,to put a little bar in the store so it can be pulled,to put a low laden to pull it,to put a little bar there to be able to pull it,to put a little bar there so that can pull it,to set up a little bar in the shop so it can be drawn in | to put a small bar in the store to pull it along,58.62068965517242,False
ahl_13406_hat_eng,nou gen anpò ki bay flè wouj,we have a porch that has red flowers,we have fashions that give red flowers,we have anport that gives red flowers,we have a lot of red flowers,our porch is lined with red flowers | we have a porch full of red blooms,57.53424657534247,False
gen_00040,"Pwofèt Alma te temwanye l: ""Tout bagay demontre egzistans yon Bondye; wi, menm tè a ak tout sa ki sou sifas li; wi, ak mouvman li, wi, epi tou ak tout planèt k ap fè mouvman regilye nan jan pa yo, yo temwaye gen yon Kreyatè ki Siprèm.""","To him the prophet Alma testified, ""All things denote there is a God; yea, even the earth, and all things that are upon the face of it, yea, and its motion, yea, and also all the planets which move in their regular form do witness that there is a Supreme Creator.""","Alma’s profile was his testimony: “Everything demonstrates a God’s existence; yes, even the earth and all that’s on his surface; yes, with his movement, yes, and also with all planets moving regular in as not, they testify there is a Supreme Creator.”","Profit Alma has testimated him: ""Everything demonstrates a existence of God; yes, the same earth and all that on his surface; yes, with his movement, yes, and also with all planets making regular moves in as not them, they testify to have a Creator who supreme.""","Proximity Alma has witnessed him: “Everything demonstrates an existence of God; yes, even the earth and all that on his surface; yes, with his movement, yes, and also with all planets making regular movements in as not, they testify there is a creator who Supreme.”","The prophet Alma testified to him, “Everything shows there is a God—yes, even the earth and all that is on it, its motion, and all the planets moving in their regular paths bear witness that there is a Supreme Creator.” | Alma testified to him, “All things point to the existence of God; even the earth, everything on it, its motion, and the orderly movement of the planets testify of a Supreme Creator.”",67.65957446808511,False
gen_00601,"Lè w pa konnen kijan pou reponn yon kesyon yon manm klas la, panse reponn pa envite klas la pou chèche yon repons ansanm nan ekriti yo epi pataje sa yo jwenn.","When you don't know how to answer a question from a class member, consider responding by inviting the class to search together for an answer in the scriptures and share what they find.","Getting to know how to answer a total-class member, think respond not to the class guests to seek a joint response in scriptures and share these findings.","When you don’t know how to answer a member’s question, think answered by inviting the class to seek a response together in the scriptures and share these findings.","Knowing how to answer a member’s question, think responding by guests the class to explore a response together in scriptures and share these findings.","If you’re unsure how to answer a class member’s question, invite the class to look for the answer in the scriptures together and share what they find. | When you don’t know how to respond to a class member’s question, suggest that the class search the scriptures together for an answer and then discuss what they discover.",64.47368421052632,False
ahl_12194_hat_eng,Men se menm kouvèt li a toujou wou.,But its blanket is still red.,But it's the same cockpillar always wheels.,But it’s the same thing that it’s always yours.,"But it’s the same thing, it’s always you.",But it’s still the same old thing | It’s always the same story,58.13953488372092,False
ahl_2654_hat_eng,sa yo moun Mwen dwa pou la refigye a,I have the right to be a refugee.,these people I am right for the refugee,these people I right for the refugee,these people I’m right for the refugee,I have the right to seek refuge. | I have the right to be protected as a refugee.,60.0,False
