id,cr,reference_en,baseline_prediction,cultural_prediction,tri_prediction,expected_translation,cultural_prediction_csi_match_score,cultural_prediction_csi_match_success
ahl_13786_hat_eng,voye fè l vay l,send him to go get it,Send it to him/her,send him away,send him away,send him to fetch it | send him to get it,81.81818181818181,True
ahl_15548_hat_eng,ou bezwen fè l konnen se kochon pa l la.,you need to let him know that it’s his pig.,You need to let him know that it's not a pig.,you need to let him know its his pig.,you need to let him know its his pig.,you need to put him in his place | you need to let him know what’s what,79.45205479452055,False
charlemagne_113_hat_eng,"Jou sa a tou, yo sèmante karebare fòk Chalmay Peralt mouri.","That day, they swore that the death of Peralte was to happen as soon as possible.","On that same day, they swore allegiance that Chalmay Peralt was killed.","On that day too, they swore to ensure that Charlemagne Peralte would die.","On that day too, they swore an oath that Charlemagne was bound to perish.","That day too, they swore Peralte had to die | That day too, they vowed Peralte’s death would come soon",67.24137931034483,False
ahl_11544_hat_eng,a li di nou koupe Mayis,and he told us to cut Mayis,Let's cut the mold,And he told us to cut the corn.,And he told us to cut the corn.,and he told us to cut the Mayis harvest | and he told us to harvest the corn,91.22807017543859,True
ahl_4105_hat_eng,Bòk te m di wè yon lòd jan pitèt jan sa a pa twò bon.,Bòk told me that seeing a head like this is not very good.,I'd like to say that seeing an order like this isn't too good.,"Well, I told you, seeing an order like this maybe isnt too good.","Well, I told you, seeing an order like this maybe isnt too good.",That’s not a good sign. | Seeing that is a bad omen.,42.85714285714286,False
ife_383_hat_eng,"Chak fwa mwen manyen plim nan pou mwen bay lespri mwen lez kò li, pawòl mwen soti depaman ak lide mwen.","Each time I grab my pen to let my spirit soar, my thoughts turn out to be different Irom my ideas.","Whenever I touch the pen to give my spirit its essence, my words come out in exaggeration with my mind.","Each time I touch the feather to give my spirit its body, my words and my thoughts unfold.","Each time I touch the feathers to give my spirit its body, my words and thoughts unite.","Every time I pick up my pen to let my thoughts flow, my words come out differently than I intended. | Whenever I try to write freely, what I say ends up not matching what I had in mind.",55.55555555555556,False
ahl_15437_hat_eng,"si pa egzanp ou bon moun la gen yon ti moun la, ti moun nan se pitit.","For example, if you are a good person and have a child, that child is your child.","For example, if the good person has a little person there, the little person is the child.","for example if the good person has a child there, the child is a child.","for example if the good person has a child there, the child is a child.","For example, if you’re a good person and have a child, that child is your child. | For example, if you have a child, that child is your child.",75.71428571428571,False
ahl_2336_hat_eng,l fin kominyen,he has finished communing,The end of communities,He finished communicating.,He finished communicating.,he has taken communion | he has received communion,63.41463414634146,False
ahl_14490_hat_eng,"Ale, oukou, se sa, wii, enit gade byen, wè ki swazo a pou wè ki, ki swazo sa, pwèt, pwèt, se sa, wii, onke.","Go, okay, that’s it, yes, look closely, see which bird it is to see which, which bird that is, right, right, that’s it, yes, okay.","Well, hey, hey, hey, hey, hey, take a good look, and see which one to see which, which one to use, maybe, maybe, maybe, maybe, maybe, maybe, all.","Come on, okay, thats it, wii, look carefully, see which one to see which, which one, ready, ready, thats it, wii, onke.","Go, okay, thats it, wii, look carefully, see which bird to see which, which bird that, bird, bird, thats it, wii, onke.","Go on, that’s right, look closely, see which bird it is, right, right, that’s it, okay | Yeah, that’s it—look carefully and see which bird it is, okay",61.08374384236453,False
ahl_2860_hat_eng,ki yon ka di l,what can one say to him,which a ka di l,what can you tell him,what can one say to him,what can you say to him | what can be said to him,76.47058823529412,False
ahl_15001_hat_eng,eee sa k ka fè pitit la lè l jiman,eee what can the child do when he is hungry,How can I bear the child when I am a twin,eee what can happen to the child when he is pregnant,eee what can happen to the child when he is twins,what else can a hungry child do | a hungry child has no choice,50.57471264367817,False
ahl_4392_hat_eng,jen sa kijalou,"what’s up, how are you",jen sa kijalou,what kind of girl is this,This little thing is what it is,what’s up | how are you,48.78048780487805,False
ahl_3336_hat_eng,gen resanble mat fini,there seems to be a finished mat,gen resembled matte finish,it looks like a matte finish,it looks like a finished mat,it looks like it’s all wrapped up | it seems to be finished,69.76744186046511,False
ahl_12918_hat_eng,epi yo fè moule an nou poutan anba,"and they molded us, yet underneath",and they make the new mould butternut underneath,and they made the moulds for us butchery underneath,and they made the moulds for us but underneath,"and they shaped us anyway, deep down | and they molded us, but underneath it all",67.3913043478261,False
ahl_9374_hat_eng,si pa ekgitou,if not exactly,If not ekgitou,if not exactly,if not exactly,if not quite | not exactly,92.3076923076923,True
ahl_937_hat_eng,m ta ka pran yon fi,I could take a girl,I would take a girl,I could take a girl,I could take a girl,I could hook up with a girl | I could get with a girl,64.86486486486487,False
ahl_10962_hat_eng,Mwen yon menm,I’m the same one,I am ones self,I am the same.,I am one myself,It’s me | Same here,64.28571428571428,False
ahl_13542_hat_eng,ou manyen kòt la sèlman,you touched the side only,You only touch the edge,you only touch the rib,you only touch the coast,you barely scratched the surface | you only touched on it,77.27272727272727,False
ahl_2921_hat_eng,"Okay, bon, si yon fi pa ka fè pitit, ki yon ap rele l?","Okay, well, if a woman can’t have children, what do you call her?","Okay, okay, if a girl can't have children, what's a name for it?","Okay, well, if a girl cant have children, what will you call her?","Okay, well, if a girl cant have children, what will you call her?","Okay, well, if a woman can’t have children, what do you call her? | Okay, so if a woman can’t have kids, what do you call her?",87.6923076923077,True
ahl_16875_hat_eng,"Oke, pou gen lòt toujou?","Okay, so there will always be others?","OK, so there are others still?","Okay, so theres still others?","Okay, so theres still others?",So there’ll always be others? | There’ll always be someone else?,62.06896551724138,False
ahl_3910_hat_eng,li gen konpran Bakadi,he understands Bakadi,Bakadis understanding,he understands Bakadi,he understands Bakadi,he gets it | he knows what’s going on,53.333333333333336,False
ife_77_hat_eng,"Konsa, mwen fenk kare ap repete: manman se manman""'!","because, as I said before, a mom remains always a mom.","So I've just repeated: Mom is Mom""'!","So, Ive just repeated it four times: a mother is a mother.",So I have just repeated: a mother is a mother.,"A mother is always a mother | A mom is a mom, no matter what",47.82608695652174,False
ahl_4216_hat_eng,ou pa wè lòt,you don't see the other one,Do you not see the other,you dont see any others,you dont see any others,you’re missing the point | you don’t see the bigger picture,69.56521739130434,False
ahl_13117_hat_eng,wò n tande sa e bon,"Well, you heard that, and good.",You've heard that it's good,"when you hear that, its good","when you hear that, its good","Alright, you heard it, and that’s that. | Well, you heard it, so that’s settled.",60.71428571428572,False
ahl_11990_hat_eng,E kote ki sa w manje a?,And where is the thing you ate?,And where are you eating?,And where do you eat?,And where do you eat it?,Where’s the food you ate? | Where is what you ate?,66.66666666666667,False
ahl_14532_hat_eng,Ou bay yon moun travay li lè lè yo fè sa yo ba ou li,You give someone their job when they do what they give you to do.,You give someone his or her job when they do what they give you,"You give someone their work when they do that, they give it to you","You give someone their work when they do that, they give it to you.",You give people work when they do what you ask | People get assigned tasks when they follow instructions,70.37037037037037,False
ahl_1930_hat_eng,wi men kòdenn konn gwo sa a gwo li menm,yes but this big cord this one is big itself,But the code is so big that it's too big,yes but code knows this big one itself is big,yes but the governor knows this big one is big himself,"Yes, but this cord is really big | Yeah, but this one is huge",59.74025974025974,False
ahl_7677_hat_eng,nan tèt yo konsan,"in their heads, they think",in consciousness,in their heads like that,"in their heads, constantly",they think | in their minds,57.89473684210527,False
expression_38_hat_eng,Mazora,Gap-toothed,Mazora,Mazora,Mazora,gap-toothed | missing a tooth,33.333333333333336,False
ahl_5806_hat_eng,tout nèt wouj,all completely red,Everything is red,all completely red,completely red,fully red | bright red,51.85185185185186,False
ahl_15432_hat_eng,ak di k ap la mouri,and say that whoever is there is dying,and say when the dead die,and say that whoever is there is dying,and say that whoever is there is dying,and say everyone there is dying | and say people there are dying,78.26086956521739,False
ahl_4065_hat_eng,m tande li fè,I heard he did it,Ive heard it done,I heard him do it,I heard him do it,I heard he did it | I heard he was the one who did it,82.35294117647058,True
ahl_3401_hat_eng,l ap pwomene l ap pwomene se de pa la,"He is walking around, he is walking around, it’s two steps there",I'm going to walk by and I'm going to walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by and I'll walk by,"He is walking, he is walking, its two steps there.","He is traveling, he is traveling, its two pairs there.",He’s just wandering around | He’s pacing back and forth,44.44444444444444,False
ahl_12873_hat_eng,E lè kand nan pa fin grandi nèt konjou jan pou l ta grandil pa grandi konsa.,"And when the cane is not fully grown, no matter how much it should grow, it does not grow like that.","And when the candle does not grow out of the way it should have grown, it does not grow out of the way.","And when the stem is not fully grown, the way it should have grown does not grow like that.","And when the cane is not fully grown, the way it should have grown does not grow like that.","You can’t force something to mature before its time | If it’s not fully grown, it won’t grow properly",54.3046357615894,False
ahl_12444_hat_eng,kankou di pou pitit la kabiyen granddi,like saying for the child how much he has grown,Cancellation for the grandchildren of the cabin granddi,like saying for the child to grow up in the cabin,like saying for the child to grow up,"look how much the child has grown | my, how big the child has gotten",56.84210526315789,False
ahl_9404_hat_eng,Oltare Seyou a?,Where is Seyou?,Oltare Seyou's?,Oltare Seyou?,Oltare Seyou's?,Where’s Seyou? | Where is Seyou?,72.0,False
ahl_13805_hat_eng,li peye yo pou tèt kòchon an,he paid them for the pig's head,She pays for the head of the pig,he paid them for the pigs head,he paid them for the pigs head,he bribed them | he paid them off,68.96551724137932,False
ahl_1355_hat_eng,nan sa m ap fè kounye la,in what I am doing now,thats what Im doing right now,thats what Im doing now,in what Im doing now,what I’m doing right now | what I’m doing at the moment,73.6842105263158,False
ahl_16197_hat_eng,w ap di an Bò k ap di anfen la pli a resi tonbe,you are saying on one side that in the end the rain finally fell,You'll end up on the other side of the fence when the receipts fall off.,you are saying on the side that says finally the fence finally collapsed,youre saying on the side that says finally the curtain has finally fallen,You’re saying one thing and then another | You’re talking out of both sides of your mouth,56.41025641025641,False
ahl_2758_hat_eng,gade yon ti pou l,look a little for him,a little look for it,look a little for it,look a little for it,look for him a bit | check for him a little,64.51612903225806,False
ahl_10277_hat_eng,"Wal fan tè m li, yo va di lòt jan ankò?","If I go tell them, will they say it another way again?","Whether it's my fans, will they say it differently again?","If they fan my land, will they say it another way again?","If they fan my land, will they say it another way again?","If I tell them, will they twist it again? | If I say it, will they put it another way again?",78.84615384615384,False
ahl_9414_hat_eng,lèp mwen ankò,my lips again,My lips again,my lips again,my lips again,my lips again | my mouth again,100.0,True
ahl_11458_hat_eng,li di koute li li la ki monso mizè,he says listen to him he is there that poor man,He says to listen to him it's the most miserable monster,"He said listen to him, hes such a miserable person","He says listen to him, hes in a lot of misery.","he says listen to him, he’s right there, that poor guy | listen to him, he’s over there, that poor fellow",68.13186813186813,False
ahl_3399_hat_eng,l ap mache,he is walking,the market,He is walking.,He is walking.,he’s walking | he’s on foot,84.61538461538461,True
ahl_10672_hat_eng,nan ki sa konn mezire,what is it usually measured in,in what can be measured,what can be measured,what can be measured,what unit is it usually measured in | what is it typically measured in,65.0,False
zile_22_hat_eng,Pou diplomat beton yo ak Michel-Ange Hyppolite Jr,For sidewalk diplomat and Michel-Ange Hyppolite Jr.,For the concrete diplomats and Michel-Ange Hyppolite Jr,For the concrete diplomats and Michel-Ange Hyppolite Jr,For the concrete diplomats and Michel-Ange Hyppolite Jr,for the streetwise diplomat and Michel-Ange Hyppolite Jr. | for the concrete diplomat and Michel-Ange Hyppolite Jr.,98.18181818181819,True
ahl_12953_hat_eng,men issi tande yo pa genyen m,but here listen they don’t have me,Hearing aids do not include m,but if I hear they dont have me,but if I hear they dont have me,but here they can’t get to me | but here I’m out of their reach,66.66666666666667,False
ahl_6074_hat_eng,"On te konnen l, pa gen lòt jen rele lisi ankò.","You knew him, there is no other young person called Lisi anymore.","As you know, there is no other gene called lisis anymore.","They knew him, there are no other young people called Lisie anymore.","They knew him, there are no other young people called Lis.","You knew him, there’s no other young man named Lisi anymore | You knew him, nobody else goes by Lisi now",78.74015748031495,False
ahl_7744_hat_eng,men men men m ap mande En Malis kote Bouki,but but but I’m asking En Malis where Bouki is,But I will ask En Malis where is Bouki,but but but Im asking En Malis where Bouki is,but but but Im asking En Malis where Bouki is,I’m asking where Bouki is | Where is Bouki?,68.42105263157895,False
ahl_14448_hat_eng,yo di m konsa se on fè ki bon pou kò fè mal,they told me that it’s a remedy that’s good for body aches,They tell me that one does good for the body to hurt,they told me that it is a good iron for body aches,they told me that it is a good iron for the body to hurt,it’s a good remedy for aches | it’s good for body pain,60.67415730337078,False
ahl_7693_hat_eng,yo di kot Bouki,they say where Bouki is,They say it's Bouki,they say where Bouki is,they say where Bouki is,they say where Bouki is | where Bouki is supposed to be,100.0,True
ahl_11378_hat_eng,se long van,it’s a long time coming,It's been a long time,its a long wind,its a long wind,finally | at long last,57.14285714285714,False
ahl_12227_hat_eng,ou pase Mayi a nan la yo,you passed the corn there,You spend the Mai in the la yo,you passed the corn there for them,you passed the corn there to them,you went over there | you took it there,62.295081967213115,False
ahl_11808_hat_eng,kijan m ap di,how am I supposed to say it,how will I say,how am I saying,how am I saying,how am I supposed to say it | how do I put it,80.0,True
ahl_12992_hat_eng,chat kay la y tou dou,the cat in the house is very sweet,the cat house and also dou,The cat in the house is very sweet.,The cat in the house is very sweet.,the cat in the house is so sweet | the house cat is very gentle,89.55223880597015,True
ahl_16621_hat_eng,ou fè espo w pò kòt tan alòke m de dou pa mize,you make me wait a long time while I’m not even at ease,Do you have a port or seaside spa m from a museum?,you make your port show for a long time while Im not going to miss you,you make your sport short while while Im not going to be late,you’re making me wait forever | you’re keeping me on edge,47.42268041237113,False
ahl_7732_hat_eng,li pral la,he will be there,It's going to happen ,he will be there,he will be there,he’ll be there | he’s coming,86.66666666666667,True
ahl_2459_hat_eng,Donk si pa egzanp tou e ou gen w pa kèt bwa,"So if, for example, you also have a few pieces of wood",So if for example too e or gen w on a log,"So if for example, too, and you have, you dont have a lot of wood","So if, for example, too and you have a piece of wood","So if, for example, you also have some wood | So if, for example, you’ve got a few pieces of wood",68.5185185185185,False
ahl_16408_hat_eng,ou ka di sa konsa,you can say that like that,Or can you say something like that,you can say it like that,you can say that like that,that works | you could put it that way,58.33333333333333,False
ahl_7750_hat_eng,bouki tout li pète kòd la,bouki broke the rope completely,Bouki tout li pète kòd la,Bouki all he wants is the rope.,Bouki lost all of his rope.,he blew it completely | he messed everything up,45.833333333333336,False
ahl_14649_hat_eng,kòs bannann li,his banana peel,Its bananas flesh,his banana peel,his banana flesh,his banana skin | his banana peel,100.0,True
ife_419_hat_eng,Pa kite timounn laj larezon teke nè ou.,"Above all, don't allow the casualness of young adults tickle your nerves.",Dont let your teenage years take your toll.,Dont let the age of reason take your nerve.,Dont let the children of the age of reason tear off your nerves.,"Don’t let young people’s carefree attitude get under your skin. | Above all, don’t let the behavior of young adults irritate you.",58.13953488372092,False
ahl_7330_hat_eng,tankou la l ap fè l sa w di,like there he is doing what you say,Like Ill do what you say,like hes doing what you said,like there he is doing to him what you said,just like that | exactly as you said,57.14285714285714,False
ahl_2781_hat_eng,"Gadonze k cho atè a, li cho!","Damn, the ground is hot, it’s hot!","Warm up, it's warm!","Looking as if its hot on the ground, its hot!","Looking down on the ground, its hot!","Damn, it’s scorching! | Man, it’s blazing hot!",47.72727272727273,False
ahl_12844_hat_eng,m pa konn di Bras lè,I don’t know how to say “Bras lè.”,I dont know Bras when,I dont know how to say Bras when,I dont know how to say Bras when,I don’t know how to say it | I don’t know the word for it,82.14285714285714,True
ahl_7609_hat_eng,men ki jan l ban m manje,but this is how he gives me food,But how to feed me,but this is how he gives me food,but this is how he gives me food,this is how he feeds me | this is how he takes care of me,75.0,False
ahl_15759_hat_eng,epi lèfini on lè konsa,and then at some point like that,And the muffins on such air,and finally at one time like that,and finally at that time,and then at some point | and then after a while,54.54545454545454,False
ahl_6574_hat_eng,tèlman chante ou dous,your singing is so sweet,Your song is so sweet,so sweet you sing so much,so sweet you sing,your singing is so beautiful | your voice is so sweet,54.54545454545454,False
ahl_6971_hat_eng,omilye Michey siti,Michey City in the middle,omily Michey site,Michey's humble offering,"Michey, my dear, sit down",Michey City in the middle | the middle of Michey City,52.63157894736843,False
ahl_5137_hat_eng,dap pal avèk ou Ou repounm mi,I’m talking with you. You answer me.,Im with you or Im with you,"when I speak with you, you answer me","Im talking to you, youre answering me.","I’m talking to you, and you’re answering me | We’re talking back and forth",61.111111111111114,False
ahl_8990_hat_eng,moun yo te kontan di,people were happy to say,People were happy to say ,the people were happy to say,people were happy to say,they were glad to say | people were eager to say,79.24528301886792,False
ahl_13666_hat_eng,ou di konsatèman depòt,you said about deportation,You say consistently depot,you said consenting to the deportation,you said consistently to leave,you mentioned deportation | you brought up deportation,69.84126984126983,False
ahl_10052_hat_eng,adanpè ka pran plizyè moun nan,can take several people in,Adsense can take several people in ,The boat can take several people.,because it can take several people there,can accommodate several people | can fit several people,77.96610169491525,False
ahl_16699_hat_eng,sa w ta di ankò?,what else would you say?,What would you say again?,what else would you say?,what else would you say?,What else can you say? | What more is there to say?,82.6086956521739,True
ahl_9672_hat_eng,fò l ap pale,he must be speaking,I'm talking loud and clear,he must be speaking,he must be speaking,he must be talking | he has to be speaking,86.48648648648648,True
ahl_694_hat_eng,"Bon, pou konn leve, epi lò w leve, par ekzanp.","Well, to know how to get up, and when you get up, for example.","Well, let's say you lift, and lift, for example.","Well, to know how to get up, and when you get up, for example.","Well, to know how to get up, and when you get up, for example.","Well, to know how to get up, and when you get up, for example. | Knowing how to get up, and when you get up, for example.",100.0,True
ahl_7121_hat_eng,lavè y al legliza,they went to church,lavè y al legliza,go to church,go and go to church,they went to church | they went to church services,83.33333333333334,True
ahl_7660_hat_eng,li di nan monchè,he said to the man,She said in monche,he said to the man,he said to the monk,he told the man | he said to the guy,83.33333333333334,True
ahl_1012_hat_eng,ou pa konnen,you don't know,Do you know or do not know ,you don't know,you don't know,you have no idea | you don’t even know,71.42857142857143,False
ahl_7533_hat_eng,bouk ki mache nan ganga pou l konn kont manman Malis ye,the witch doctor who walks in ganga to know the story of Malis’s mother,A bunch of gangs to know about Malis mothers affair,The girl who walks in the ganga to find out about Maliss mother,The girl who walks in the street to tell her about Maliss mother,someone who goes to great lengths to find out the truth | a person determined to uncover every secret,53.968253968253975,False
ahl_10188_hat_eng,li konw ti konn ki menm Yo te pou mare kòd la,he knew that they were going to tie the rope,He knew who they were to tie the rope,He knew that they were supposed to tie the rope.,He knew little by little that they were supposed to tie the rope.,he knew they were going to get him | he knew they were going to catch him,65.93406593406593,False
ahl_13295_hat_eng,Yon lè yon lèvyàn,Once upon a time a hare,Once upon a time there lived a lioness,At one time a levy,Once in a while,Once upon a time | Once there was a hare,55.55555555555556,False
ahl_13477_hat_eng,Yo chon lan se moute yo.,They are the ones who are going up.,Yochon lan se up yo.,They are the ones who are up there.,They are the ones who are up there.,They’re the ones on the rise | They’re the ones moving up,73.33333333333334,False
ahl_11029_hat_eng,fè l fè fin ye.,make it finish.,to finish it.,make it finish.,make it finish.,get it done | finish it up,60.0,False
ahl_11010_hat_eng,li rete sou li l touye l tou,he stayed on him and killed him too,He stays on it and kills it too,"He stayed on it, he killed it too",He stayed on top of it and killed him too,he kept at him until he killed him | he kept on him and ended up killing him,60.60606060606061,False
ahl_8346_hat_eng,ki sa a ak Mwen pou t dlo al bay moun men nan jaden pou te dlo asen nan jaden,what is this and I am going to bring water to people in the garden to water the garden,what is this and I am not going to water the man from the garden to water the garden tub,what is this and I was going to give people water but in the garden there was water in the garden,what is this and I was supposed to go give people water but in the garden there was water in the garden,What’s this about? | I’m going to water the garden,61.224489795918366,False
ahl_3057_hat_eng,moun nan rendwa di,the person in the area says,The person rendered says,the person should say,the person should say,people around here say | folks here say,57.14285714285714,False
ahl_2729_hat_eng,tòk adey anpò,talk to you later,Tok adey ship,just hold on a second,just leave now,see you later | talk later,39.02439024390244,False
ahl_384_hat_eng,ou di Mèsi Granmèt la,you say thank you to the Lord,Thank you to the Great Master,you thanked the Lord,you thank the Lord,you thank the Lord | you give thanks to the Lord,94.73684210526316,True
ahl_12315_hat_eng,alò te bay sa yo p ap wè yo ankò lajan,So then they gave those who would no longer see them money,then gave them that they would not see them again money,so they gave those people money they would not see again,so they would not see them again with money,So they paid off the people they wouldn’t be seeing again | Then they gave money to those they’d never see again,75.0,False
ahl_7641_hat_eng,lapri di ti kòd la lou.,the little rope is heavy.,Lets say the rope is heavy.,please tell the little rope to be heavy.,Please tell the little rope to be heavy.,small things can be burdensome | even little things can weigh you down,47.5,False
ahl_15984_hat_eng,e te fè nwit l ap tonbe,and it was getting dark,and made the night fall,and it was falling at night,and it was falling at night,and night was falling | and dusk was setting in,79.24528301886792,False
ahl_2794_hat_eng,epi sa yo di l ap fè la,and what they say he is doing there,and what they say I'm doing there,and what they say he is doing there,and what they say he is doing there,and what they say he’s doing there | and what they say he’s up to there,95.65217391304348,True
ife_582_hat_eng,"« Kreyasyon mantal se younn nan pi gwo pouvwa, nou menm kretyenvivan, nou genyen pou nou transfòme lamatyè.»",the creative force of the spirit is the most marvelous resource that we human beings possess in order to transform matter," Mental creation is one of the greatest powers, we Christians, we are born to transform matter."," Mental creativity is one of the most powerful forces we Christians have, to transform the matter."," La création mentale est l'une des puissances les plus grandes que nous ayons, nous, les vivants chrétiens, pour transformer la mer.",The creative power of the mind is one of the greatest gifts we have to transform the material world | Our mental creativity is among the greatest powers we possess to change the world around us,67.37967914438502,False
ahl_10299_hat_eng,"se konsa, redi sa sèlman?","So, just say that?",So what else can I do?,"So, is that all it takes?","So, is that all it takes?","So that’s all you’re saying? | So, that’s it?",61.53846153846154,False
ahl_14696_hat_eng,lè par ekzan pou moutè,"for example, for the driver",By air exan for sheep,"for example, when it comes to motorcycles","for example, when it comes to motoring","for example, for the driver | say, for the driver",58.33333333333333,False
ahl_16050_hat_eng,ou bagen kòb,you don't have money,your wallet bag,you dont have money,You dont have money.,you’re broke | you don’t have any money,84.21052631578947,True
ahl_2575_hat_eng,sou pa gen yasyèt,if you don’t have a plate,on no yasyèt gen,if there is no yasyèt,if there is no yasyèt,if you don’t have a plate | if you have no dish,50.0,False
proverb_362_hat_eng,Ou chita sou po bèf-la wap pale-l mal.,The ungrateful insult the very ones who help them.,Or sit on the cow-skin and watch it pale-l wrong.,You sit on the cows skin and you talk to her badly.,You sit on the cows skin and youre speaking ill of it.,Biting the hand that feeds you | Ungrateful people insult their benefactors,48.10126582278481,False
ahl_605_hat_eng,men se ti fi l tou piti,"but she is also a little girl, too young",But it's a very small girl,but its his little girl too,but its his little girl too,but she’s just a little girl | she’s still too young,66.66666666666667,False
ife_563_hat_eng,"nou dwe pote sèkèy reyalite kè sere a ak kouray,","Therefore, we must live with the tightness of our heart,","We must carry the vivid reality of the chaos and fear,","We must carry the secret reality with courage,","We must carry the reality with courage,",we must bear the pain with courage | we must carry this sorrow bravely,75.0,False
ahl_15740_hat_eng,se pou fè sa,it is necessary to do that,Lets do this,you should do that,you should do that,it has to be done | it needs to be done,38.888888888888886,False
ahl_16452_hat_eng,ou tout prè la.,you are very close.,Or all of it.,you are all ready there.,you are all ready there.,you’re almost there | you’re very close,65.11627906976744,False
ahl_4444_hat_eng,yo moun nou wè moun sa a,"we are people, we see that person",These are the people we saw in this man,the people we see this person,the people we see this person,"we’re human, we see that person | we’re people too, we can tell",65.51724137931035,False
fanm_176_hat_eng,- vizite militè kanadyen yo ki nan peyi etranje epi remèt yo dekorasyon;,- visit and present decorations to Canadian mi­ litary personnel abroad;, visit the Canadian military overseas and decorate them;,- visit the Canadian military in foreign countries and decorate them;,- visit the Canadian soldiers who are abroad and decorate them;,visit Canadian troops overseas and award them decorations | visit Canadian military personnel abroad and present them with honors,59.64912280701755,False
ahl_1419_hat_eng,nou menm nisit,we here,We are here ,we ourselves need it,we ourselves need it,we here | we’re here,50.0,False
ahl_11364_hat_eng,choufye an pa ka reti l,the driver can’t hold him back,The heaters will not be able to recover it,The boiler cant hold it in.,The boiler cant hold it.,he can’t be stopped | nothing can hold him back,60.0,False
ahl_1068_hat_eng,donk si w ap joure li w ap di l,"so if you’re insulting him, you’re telling him",Dont insult him or tell him,"So if youre cursing him, youre telling him","So if youre insulting him, youre telling him","so if you’re insulting him, you’re basically telling him | if you’re cursing him out, you’re saying it to him",78.57142857142857,False
ife_252_hat_eng,"Konsa, nou va tounen marasa dosou dosa nan rasin dlo, metrès tout fom lavi sou latè.","Our two lives will fuse into one like those spirits dwelling at the source of the water, mistress of all forms of life on earth.","Thus, we will become unconcerned in the water roots, the mistress of all forms of life on earth.","In this way, we will grow into the roots of water, the master of all forms of life on earth.","Thus, we will become marasa dosou dosa in the roots of water, the master of all forms of life on earth.","Our lives will become one, like the spirits at the water’s source | We will be joined as one, like the life-giving spirits of the spring",50.0,False
ahl_12750_hat_eng,sa rele gwo twal koton?,What is called a large cotton cloth?,What's this big cotton fabric?,What do you call a big cotton blanket?,What do you call big cotton fabric?,What do you call a bedsheet? | What’s the name for a cotton sheet?,71.1864406779661,False
ahl_5059_hat_eng,ki an yo rele yo?,what are they called?,What is their name?,What are they called?,what are they called?,What are they called? | What do they call them?,100.0,True
ahl_6631_hat_eng,e sa a pitit,and this is a child,and this a child,and this child,and this child,and this is a kid | and this is my child,83.33333333333334,True
ahl_16172_hat_eng,eee timoun yo li pa bay anyen,"eee the children, he doesn’t give anything","Eee, the kids don't give a shit","eee the children, he didnt give anything","eee the children, he didnt give anything",he doesn’t give the kids anything | he gives the children nothing,66.66666666666667,False
ahl_10013_hat_eng,kichon di moun sa ap ale,the pig says that person is going away,The kitchen of those who will go,dont tell that person to go,nobody says that person is going to go,that person is leaving | that person is on their way,62.96296296296296,False
ahl_5768_hat_eng,men gwo sè yo,but here are the big sisters,But the big sisters,here are the big sisters,here are the big sisters,here come the big sisters | here are the big sisters,100.0,True
ahl_16955_hat_eng,pou ka kouri la,to be able to run there,to get away from it,to be able to run there,to be able to run there,to get there quickly | so you can run there,66.66666666666667,False
ahl_8906_hat_eng,ti se li,it was him,You are here,It was him.,it was him,It was him | That was him,95.23809523809523,True
ahl_16962_hat_eng,kòm gwo fanm,as a grown woman,as a great woman,as a big woman,as a big woman,as a mature woman | like a grown woman,71.42857142857143,False
ahl_8093_hat_eng,"Gide timoun, gran moun nan aprè akonton bagay, li parèt li di Non, se pa konsa, se konsa.","Guide children, adults afterward with things, it seems he says No, that’s not how it is, it’s like this.","Guide the child, the adult after accounting stuff, it appears he says No, if not so, so.","Guide the child, the adult after reading the thing, he appears and says, No, its not like that, its like that.","Guide the child, the adult after reading the thing, he appears and says No, its not like that, its like that.","Lead by example, then correct others | Teach by doing, then show the right way",50.74626865671642,False
ahl_12515_hat_eng,eba yo fè a,there they made it,If they do a,if they do it,if they do it,there they did it | that’s where they made it,76.92307692307692,False
ahl_2768_hat_eng,ap arela pa pran,he is not taking it lightly,ap arela pa pran,arela is not taking it,arela is not taking it,he’s not messing around | he’s taking it seriously,59.09090909090908,False
ahl_4219_hat_eng,l ap fè l wanyou pou ou,I’ll do it for you.,I'll do it again for you,He will do it again for you,He will do it again for you,I’ll take care of it for you | I’ll handle it for you,68.0,False
ahl_10748_hat_eng,depi li jwenn bagay,as soon as he gets things,Since he found things,ever since he found things,ever since he found something,once he gets what he wants | as soon as he gets what he needs,47.36842105263158,False
ahl_3114_hat_eng,Donk lò te dim se ti Bebe a se pa t ti Bebe,"So when they told me it was the baby, it wasn’t the baby.",Dont you think its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe to say its safe,"So when they said it was little Bebe, it wasnt little Bebe.","So when they said it was little Bebe, it wasnt little Bebe.","So when they told me it was the baby, it wasn’t the baby. | They said it was the baby, but it wasn’t.",75.86206896551724,False
ahl_275_hat_eng,m pa konnen l,I don’t know him.,I dont know him,I dont know him.,I dont know him.,I don’t know him | I don’t know him personally,93.75,True
